日期,菜品编号,菜品名称,时段,星期,是否售罄,真实需求,预测值,预测残差
2026-05-08,D04,麻婆豆腐,晚餐,周五,是,95.0,93.17567769116559,1.824322308834411
2026-05-08,D05,番茄炒蛋,午餐,周五,否,137.0,109.41959184008685,27.580408159913148
2026-05-08,D05,番茄炒蛋,晚餐,周五,是,111.0,96.50091769067329,14.49908230932671
2026-05-08,D06,青椒土豆丝,午餐,周五,否,101.0,96.26161244600083,4.738387553999175
2026-05-08,D06,青椒土豆丝,晚餐,周五,是,91.0,93.17567769116559,-2.175677691165589
2026-05-08,D07,香菇青菜,午餐,周五,是,87.0,91.05419397979209,-4.054193979792089
2026-05-08,D07,香菇青菜,晚餐,周五,否,63.0,86.22057769023634,-23.22057769023634
2026-05-08,D08,水煮鸡片,午餐,周五,是,100.0,95.31803009076732,4.681969909232677
2026-05-08,D08,水煮鸡片,晚餐,周五,否,82.0,91.41617029343303,-9.416170293433026
2026-05-08,D09,糖醋里脊,午餐,周五,否,86.0,93.22007255591097,-7.220072555910974
2026-05-08,D09,糖醋里脊,晚餐,周五,是,76.0,89.38035345739875,-13.380353457398755
2026-05-08,D10,西红柿牛腩,午餐,周五,否,84.0,91.0097991150467,-7.009799115046704
2026-05-08,D10,西红柿牛腩,晚餐,周五,是,62.0,86.54740756104644,-24.54740756104644
2026-05-11,D01,宫保鸡丁,午餐,周一,否,157.0,138.65719515649016,18.34280484350984
2026-05-11,D01,宫保鸡丁,晚餐,周一,否,125.0,130.77829666392083,-5.778296663920827
2026-05-11,D02,红烧肉,午餐,周一,否,115.0,99.07110983588213,15.928890164117874
2026-05-11,D02,红烧肉,晚餐,周一,否,100.0,92.08106711797367,7.918932882026326
2026-05-11,D03,鱼香肉丝,午餐,周一,否,136.0,133.02126148311785,2.978738516882146
2026-05-11,D03,鱼香肉丝,晚餐,周一,否,124.0,120.75721661546444,3.2427833845355565
2026-05-11,D04,麻婆豆腐,午餐,周一,否,142.0,128.96442819381426,13.035571806185743
2026-05-11,D04,麻婆豆腐,晚餐,周一,是,125.0,119.28020847901584,5.71979152098416
2026-05-11,D05,番茄炒蛋,午餐,周一,否,162.0,145.69554015379637,16.304459846203628
2026-05-11,D05,番茄炒蛋,晚餐,周一,否,142.0,136.6909369155131,5.309063084486894
2026-05-11,D06,青椒土豆丝,午餐,周一,否,135.0,120.88995247966785,14.110047520332145
2026-05-11,D06,青椒土豆丝,晚餐,周一,否,110.0,116.71406475457604,-6.714064754576043
2026-05-11,D07,香菇青菜,午餐,周一,否,108.0,94.83961037154467,13.160389628455334
2026-05-11,D07,香菇青菜,晚餐,周一,否,81.0,91.79923498533789,-10.79923498533789
2026-05-11,D08,水煮鸡片,午餐,周一,否,138.0,121.80909711867147,16.190902881328526
2026-05-11,D08,水煮鸡片,晚餐,周一,否,107.0,102.85943763098493,4.140562369015072
2026-05-11,D09,糖醋里脊,午餐,周一,是,118.9037533068783,100.02546121274604,18.878292094132263
2026-05-11,D09,糖醋里脊,晚餐,周一,否,86.0,93.9817716540726,-7.9817716540726025
2026-05-11,D10,西红柿牛腩,午餐,周一,否,96.0,98.33609427076705,-2.336094270767049
2026-05-11,D10,西红柿牛腩,晚餐,周一,否,83.0,91.32441325574055,-8.324413255740552
2026-05-12,D01,宫保鸡丁,午餐,周二,是,158.0,135.96100877228,22.038991227720004
2026-05-12,D01,宫保鸡丁,晚餐,周二,否,123.0,121.56382085214142,1.4361791478585815
2026-05-12,D02,红烧肉,午餐,周二,否,114.0,106.94846198785486,7.051538012145144
2026-05-12,D02,红烧肉,晚餐,周二,否,87.0,92.0014831567787,-5.001483156778704
2026-05-12,D03,鱼香肉丝,午餐,周二,否,139.0,134.11832824202395,4.881671757976051
2026-05-12,D03,鱼香肉丝,晚餐,周二,否,111.0,116.076423950123,-5.076423950123001
2026-05-12,D04,麻婆豆腐,午餐,周二,是,142.0,130.683375263283,11.316624736716989
2026-05-12,D04,麻婆豆腐,晚餐,周二,否,115.0,109.52954602198473,5.4704539780152714
2026-05-12,D05,番茄炒蛋,午餐,周二,否,160.0,146.230974871958,13.769025128041989
2026-05-12,D05,番茄炒蛋,晚餐,周二,否,145.0,131.66725339862765,13.33274660137235
2026-05-12,D06,青椒土豆丝,午餐,周二,否,126.0,123.12348242130987,2.8765175786901267
2026-05-12,D06,青椒土豆丝,晚餐,周二,否,108.0,105.15926248954626,2.840737510453735
2026-05-12,D07,香菇青菜,午餐,周二,是,105.0,95.59019078782013,9.409809212179866
2026-05-12,D07,香菇青菜,晚餐,周二,否,76.0,89.12018497133754,-13.120184971337537
2026-05-12,D08,水煮鸡片,午餐,周二,是,127.0,125.88819222486407,1.1118077751359294
2026-05-12,D08,水煮鸡片,晚餐,周二,是,97.0,95.64403629526305,1.3559637047369506
2026-05-12,D09,糖醋里脊,午餐,周二,否,108.0,100.04465109452687,7.95534890547313
2026-05-12,D09,糖醋里脊,晚餐,周二,否,88.0,91.34508536784945,-3.3450853678494497
2026-05-12,D10,西红柿牛腩,午餐,周二,是,93.0,94.24764465175286,-1.2476446517528643
2026-05-12,D10,西红柿牛腩,晚餐,周二,否,72.0,89.12018497133754,-17.120184971337537
2026-05-13,D01,宫保鸡丁,午餐,周三,是,155.0,138.80079337863089,16.199206621369115
2026-05-13,D01,宫保鸡丁,晚餐,周三,否,126.0,128.45281308594184,-2.452813085941841
2026-05-13,D02,红烧肉,午餐,周三,否,117.0,109.62843558925407,7.371564410745933
2026-05-13,D02,红烧肉,晚餐,周三,否,90.0,91.47592066369636,-1.4759206636963569
2026-05-13,D03,鱼香肉丝,午餐,周三,否,137.0,132.39004182962975,4.609958170370248
2026-05-13,D03,鱼香肉丝,晚餐,周三,否,120.0,121.8182863355269,-1.8182863355269063
2026-05-13,D04,麻婆豆腐,午餐,周三,否,129.0,131.72822090431947,-2.728220904319471
2026-05-13,D04,麻婆豆腐,晚餐,周三,否,129.0,119.41782411077571,9.582175889224288
2026-05-13,D05,番茄炒蛋,午餐,周三,是,167.0,146.0405808202503,20.959419179749688
2026-05-13,D05,番茄炒蛋,晚餐,周三,是,140.0,133.38005113873146,6.61994886126854
2026-05-13,D06,青椒土豆丝,午餐,周三,否,127.0,123.3572598513898,3.6427401486102013
2026-05-13,D06,青椒土豆丝,晚餐,周三,是,112.0,117.45413642959606,-5.454136429596062
2026-05-13,D07,香菇青菜,午餐,周三,否,105.0,94.7717595391533,10.228240460846706
2026-05-13,D07,香菇青菜,晚餐,周三,是,88.0,87.82616448458991,0.17383551541009012
2026-05-13,D08,水煮鸡片,午餐,周三,否,124.0,123.3572598513898,0.6427401486102013
2026-05-13,D08,水煮鸡片,晚餐,周三,是,98.0,98.75554092850277,-0.7555409285027679
2026-05-13,D09,糖醋里脊,午餐,周三,是,111.0,109.30115321730695,1.6988467826930531
2026-05-13,D09,糖醋里脊,晚餐,周三,否,94.0,90.05106488110185,3.9489351188981487
2026-05-13,D10,西红柿牛腩,午餐,周三,否,96.0,93.63393314064481,2.366066859355186
2026-05-13,D10,西红柿牛腩,晚餐,周三,是,88.0,89.57624315150451,-1.5762431515045137
2026-05-14,D01,宫保鸡丁,午餐,周四,否,153.0,137.76511473246626,15.234885267533741
2026-05-14,D01,宫保鸡丁,晚餐,周四,是,124.0,113.04634034629831,10.953659653701692
2026-05-14,D02,红烧肉,午餐,周四,是,110.0,104.28462605992125,5.715373940078749
2026-05-14,D02,红烧肉,晚餐,周四,是,91.0,88.83746208157183,2.1625379184281712
2026-05-14,D03,鱼香肉丝,午餐,周四,是,133.0,121.55521234781915,11.44478765218085
2026-05-14,D03,鱼香肉丝,晚餐,周四,是,111.0,104.28462605992125,6.715373940078749
2026-05-14,D04,麻婆豆腐,午餐,周四,否,131.0,114.72458099235104,16.275419007648964
2026-05-14,D04,麻婆豆腐,晚餐,周四,是,115.0,98.368631005896,16.631368994103994
2026-05-14,D05,番茄炒蛋,午餐,周四,是,173.0,138.12825314120255,34.87174685879745
2026-05-14,D05,番茄炒蛋,晚餐,周四,是,128.0,115.81669393837555,12.18330606162445
2026-05-14,D06,青椒土豆丝,午餐,周四,是,121.0,113.64708498586965,7.352915014130346
2026-05-14,D06,青椒土豆丝,晚餐,周四,是,107.0,95.95905325725457,11.040946742745433
2026-05-14,D07,香菇青菜,午餐,周四,是,102.0,96.51502291801435,5.484977081985647
2026-05-14,D07,香菇青菜,晚餐,周四,否,82.0,86.2684658928703,-4.268465892870296
2026-05-14,D08,水煮鸡片,午餐,周四,是,128.0,113.64708498586965,14.352915014130346
2026-05-14,D08,水煮鸡片,晚餐,周四,否,93.0,92.4978230709927,0.5021769290073053
2026-05-14,D09,糖醋里脊,午餐,周四,是,117.0,103.51413581828369,13.485864181716309
2026-05-14,D09,糖醋里脊,晚餐,周四,是,97.0,87.61723918900472,9.38276081099528
2026-05-14,D10,西红柿牛腩,午餐,周四,是,103.0,93.99891938251042,9.001080617489578
2026-05-14,D10,西红柿牛腩,晚餐,周四,是,82.0,86.44082940078123,-4.440829400781226
2026-05-15,D01,宫保鸡丁,午餐,周五,否,127.0,125.16754451402403,1.83245548597597
2026-05-15,D01,宫保鸡丁,晚餐,周五,是,102.0,96.07141727511926,5.928582724880741
2026-05-15,D02,红烧肉,午餐,周五,否,95.0,95.40769373492178,-0.4076937349217786
2026-05-15,D02,红烧肉,晚餐,周五,否,67.0,87.31213266512654,-20.31213266512654
2026-05-15,D03,鱼香肉丝,午餐,周五,否,109.0,113.65867980475055,-4.658679804750548
2026-05-15,D03,鱼香肉丝,晚餐,周五,否,90.0,95.40769373492178,-5.407693734921779
2026-05-15,D04,麻婆豆腐,午餐,周五,否,114.0,107.62092541979031,6.379074580209689
2026-05-15,D04,麻婆豆腐,晚餐,周五,否,89.0,96.07141727511926,-7.071417275119259
2026-05-15,D05,番茄炒蛋,午餐,周五,否,134.0,126.24345217489477,7.75654782510523
2026-05-15,D05,番茄炒蛋,晚餐,周五,否,105.0,104.74735912455844,0.252640875441557
2026-05-15,D06,青椒土豆丝,午餐,周五,否,99.0,96.85245769440017,2.1475423055998277
2026-05-15,D06,青椒土豆丝,晚餐,周五,否,84.0,93.60379147244383,-9.603791472443831
2026-05-15,D07,香菇青菜,午餐,周五,否,82.0,91.8548522792087,-9.8548522792087
2026-05-15,D07,香菇青菜,晚餐,周五,否,63.0,86.50976402706793,-23.50976402706793
2026-05-15,D08,水煮鸡片,午餐,周五,否,104.0,95.94605013684068,8.053949863159318
2026-05-15,D08,水煮鸡片,晚餐,周五,否,83.0,90.36871719673236,-7.368717196732362
2026-05-15,D09,糖醋里脊,午餐,周五,是,95.0,93.67483138814937,1.3251686118506285
2026-05-15,D09,糖醋里脊,晚餐,周五,是,71.0,90.83529768388848,-19.835297683888484
2026-05-15,D10,西红柿牛腩,午餐,周五,否,81.0,90.90671547108371,-9.906715471083714
2026-05-15,D10,西红柿牛腩,晚餐,周五,是,62.0,86.50976402706793,-24.50976402706793
2026-05-18,D01,宫保鸡丁,午餐,周一,否,163.0,152.82578662369738,10.174213376302617
2026-05-18,D01,宫保鸡丁,晚餐,周一,否,119.0,129.07044865081605,-10.070448650816047
2026-05-18,D02,红烧肉,午餐,周一,是,127.0,114.9592516970818,12.040748302918203
2026-05-18,D02,红烧肉,晚餐,周一,是,97.0,92.3192121110937,4.680787888906295
2026-05-18,D03,鱼香肉丝,午餐,周一,否,144.0,136.79280913949802,7.207190860501981
2026-05-18,D03,鱼香肉丝,晚餐,周一,否,120.0,123.92843049366371,-3.9284304936637113
2026-05-18,D04,麻婆豆腐,午餐,周一,否,146.0,138.65206391543248,7.347936084567522
2026-05-18,D04,麻婆豆腐,晚餐,周一,是,124.0,126.932059217897,-2.932059217897006
2026-05-18,D05,番茄炒蛋,午餐,周一,是,175.0,166.94533756852724,8.054662431472764
2026-05-18,D05,番茄炒蛋,晚餐,周一,否,131.0,138.2518999061792,-7.251899906179204
2026-05-18,D06,青椒土豆丝,午餐,周一,否,125.0,131.82916338299452,-6.829163382994523
2026-05-18,D06,青椒土豆丝,晚餐,周一,是,115.0,104.40148404641609,10.598515953583913
2026-05-18,D07,香菇青菜,午餐,周一,是,110.0,104.13544125110893,5.864558748891071
2026-05-18,D07,香菇青菜,晚餐,周一,是,88.0,81.04004133453999,6.959958665460007
2026-05-18,D08,水煮鸡片,午餐,周一,是,134.0,136.07709144180245,-2.0770914418024518
2026-05-18,D08,水煮鸡片,晚餐,周一,是,112.0,99.73734074977123,12.262659250228765
2026-05-18,D09,糖醋里脊,午餐,周一,否,107.0,117.36865693986637,-10.36865693986637
2026-05-18,D09,糖醋里脊,晚餐,周一,否,97.0,85.86508964108627,11.134910358913729
2026-05-18,D10,西红柿牛腩,午餐,周一,否,103.0,98.44003011463842,4.559969885361582
2026-05-18,D10,西红柿牛腩,晚餐,周一,否,81.0,80.9378407017919,0.06215929820810118
2026-05-19,D01,宫保鸡丁,午餐,周二,是,159.0,154.3772404849039,4.6227595150961065
2026-05-19,D01,宫保鸡丁,晚餐,周二,否,128.0,120.74819340916842,7.251806590831578
2026-05-19,D02,红烧肉,午餐,周二,是,113.0,113.404766676169,-0.40476667616900386
2026-05-19,D02,红烧肉,晚餐,周二,否,82.0,85.4277875397912,-3.427787539791197
2026-05-19,D03,鱼香肉丝,午餐,周二,否,141.0,138.58626388148014,2.4137361185198642
2026-05-19,D03,鱼香肉丝,晚餐,周二,是,112.0,111.41893819328038,0.5810618067196174
2026-05-19,D04,麻婆豆腐,午餐,周二,否,132.0,137.79512868725337,-5.795128687253367
2026-05-19,D04,麻婆豆腐,晚餐,周二,否,116.0,109.90938660377815,6.090613396221855
2026-05-19,D05,番茄炒蛋,午餐,周二,否,164.0,159.54501542460565,4.454984575394349
2026-05-19,D05,番茄炒蛋,晚餐,周二,否,129.0,130.04817847199718,-1.0481784719971756
2026-05-19,D06,青椒土豆丝,午餐,周二,否,134.0,120.25613505157848,13.743864948421518
2026-05-19,D06,青椒土豆丝,晚餐,周二,否,94.0,102.86932177287294,-8.869321772872937
2026-05-19,D07,香菇青菜,午餐,周二,否,105.0,104.30241233579495,0.6975876642050451
2026-05-19,D07,香菇青菜,晚餐,周二,否,83.0,79.93570199298404,3.0642980070159638
2026-05-19,D08,水煮鸡片,午餐,周二,否,109.0,125.9258956470215,-16.925895647021505
2026-05-19,D08,水煮鸡片,晚餐,周二,否,96.0,98.78167012462056,-2.781670124620561
2026-05-19,D09,糖醋里脊,午餐,周二,是,109.0,107.71578081951745,1.2842191804825518
2026-05-19,D09,糖醋里脊,晚餐,周二,是,91.0,86.97480995963578,4.0251900403642225
2026-05-19,D10,西红柿牛腩,午餐,周二,否,99.0,100.67458247058258,-1.6745824705825783
2026-05-19,D10,西红柿牛腩,晚餐,周二,是,82.0,77.56562993617916,4.434370063820836
2026-05-20,D01,宫保鸡丁,午餐,周三,是,139.0,155.35400061432625,-16.354000614326253
2026-05-20,D01,宫保鸡丁,晚餐,周三,否,111.0,124.2154942327714,-13.215494232771405
2026-05-20,D02,红烧肉,午餐,周三,否,100.0,114.73903142844485,-14.739031428444846
2026-05-20,D02,红烧肉,晚餐,周三,是,78.0,86.40821600461703,-8.408216004617032
2026-05-20,D03,鱼香肉丝,午餐,周三,否,117.0,140.42082470368425,-23.420824703684247
2026-05-20,D03,鱼香肉丝,晚餐,周三,否,108.0,115.62864806129994,-7.628648061299941
2026-05-20,D04,麻婆豆腐,午餐,周三,否,116.0,136.015014030281,-20.01501403028101
2026-05-20,D04,麻婆豆腐,晚餐,周三,否,105.0,121.21888107631827,-16.21888107631827
2026-05-20,D05,番茄炒蛋,午餐,周三,是,142.0,167.6302290320316,-25.630229032031593
2026-05-20,D05,番茄炒蛋,晚餐,周三,否,125.0,132.0553171490277,-7.055317149027701
2026-05-20,D06,青椒土豆丝,午餐,周三,否,110.0,127.96065732318559,-17.960657323185586
2026-05-20,D06,青椒土豆丝,晚餐,周三,否,96.0,106.45780917660429,-10.457809176604286
2026-05-20,D07,香菇青菜,午餐,周三,否,91.0,104.82916965313656,-13.82916965313656
2026-05-20,D07,香菇青菜,晚餐,周三,否,66.0,81.6777883245267,-15.677788324526702
2026-05-20,D08,水煮鸡片,午餐,周三,否,100.0,123.3351399187694,-23.3351399187694
2026-05-20,D08,水煮鸡片,晚餐,周三,否,92.0,98.24269171724775,-6.242691717247752
2026-05-20,D09,糖醋里脊,午餐,周三,否,88.0,110.45865991679342,-22.458659916793422
2026-05-20,D09,糖醋里脊,晚餐,周三,否,82.0,91.92582936159043,-9.92582936159043
2026-05-20,D10,西红柿牛腩,午餐,周三,否,81.0,100.10784891641306,-19.10784891641306
2026-05-20,D10,西红柿牛腩,晚餐,周三,否,74.0,81.45607981678614,-7.4560798167861435
2026-05-21,D01,宫保鸡丁,午餐,周四,否,151.0,149.81395074556684,1.1860492544331578
2026-05-21,D01,宫保鸡丁,晚餐,周四,是,136.0,120.89015861329815,15.109841386701845
2026-05-21,D02,红烧肉,午餐,周四,否,115.0,111.38860990627998,3.6113900937200185
2026-05-21,D02,红烧肉,晚餐,周四,是,96.0,90.47141100980053,5.5285889901994665
2026-05-21,D03,鱼香肉丝,午餐,周四,否,138.0,129.11988068422153,8.880119315778472
2026-05-21,D03,鱼香肉丝,晚餐,周四,否,120.0,113.13730440213067,6.862695597869333
2026-05-21,D04,麻婆豆腐,午餐,周四,否,118.0,127.97145264490827,-9.971452644908268
2026-05-21,D04,麻婆豆腐,晚餐,周四,否,113.0,113.60157552676216,-0.6015755267621614
2026-05-21,D05,番茄炒蛋,午餐,周四,否,158.0,164.32515751804144,-6.325157518041436
2026-05-21,D05,番茄炒蛋,晚餐,周四,否,131.0,124.65582768175811,6.344172318241888
2026-05-21,D06,青椒土豆丝,午餐,周四,是,129.0,116.86516420405749,12.134835795942507
2026-05-21,D06,青椒土豆丝,晚餐,周四,否,102.0,103.27960365935985,-1.27960365935985
2026-05-21,D07,香菇青菜,午餐,周四,否,95.0,101.77679740219078,-6.77679740219078
2026-05-21,D07,香菇青菜,晚餐,周四,否,79.0,82.04082448059776,-3.040824480597763
2026-05-21,D08,水煮鸡片,午餐,周四,否,127.0,120.72321455847691,6.276785441523089
2026-05-21,D08,水煮鸡片,晚餐,周四,否,96.0,99.82418190646746,-3.8241819064674587
2026-05-21,D09,糖醋里脊,午餐,周四,否,103.0,107.25706603719941,-4.257066037199408
2026-05-21,D09,糖醋里脊,晚餐,周四,是,88.0,93.72703194120191,-5.727031941201915
2026-05-21,D10,西红柿牛腩,午餐,周四,否,96.0,99.72590963196056,-3.725909631960562
2026-05-21,D10,西红柿牛腩,晚餐,周四,否,83.0,81.7844431909794,1.2155568090205975
2026-05-22,D01,宫保鸡丁,午餐,周五,是,133.0,152.58950680781547,-19.589506807815468
2026-05-22,D01,宫保鸡丁,晚餐,周五,否,107.0,117.95822249111727,-10.958222491117269
2026-05-22,D02,红烧肉,午餐,周五,否,92.0,104.90968731762301,-12.90968731762301
2026-05-22,D02,红烧肉,晚餐,周五,是,77.0,82.94939518720014,-5.949395187200139
2026-05-22,D03,鱼香肉丝,午餐,周五,否,124.0,128.48914680863504,-4.4891468086350415
2026-05-22,D03,鱼香肉丝,晚餐,周五,否,104.0,111.07260856096325,-7.072608560963246
2026-05-22,D04,麻婆豆腐,午餐,周五,是,129.0,118.87316038807089,10.126839611929114
2026-05-22,D04,麻婆豆腐,晚餐,周五,是,106.0,104.96405695605176,1.0359430439482367
2026-05-22,D05,番茄炒蛋,午餐,周五,否,136.0,155.60623219471358,-19.606232194713584
2026-05-22,D05,番茄炒蛋,晚餐,周五,否,116.0,123.59900999050404,-7.599009990504044
2026-05-22,D06,青椒土豆丝,午餐,周五,是,120.0,117.89110649624062,2.1088935037593757
2026-05-22,D06,青椒土豆丝,晚餐,周五,是,97.0,94.09369561934241,2.9063043806575877
2026-05-22,D07,香菇青菜,午餐,周五,否,91.0,93.91016918083956,-2.91016918083956
2026-05-22,D07,香菇青菜,晚餐,周五,否,67.0,77.08108063295924,-10.081080632959242
2026-05-22,D08,水煮鸡片,午餐,周五,是,111.0,115.96357891643032,-4.963578916430322
2026-05-22,D08,水煮鸡片,晚餐,周五,是,87.0,93.21669652413077,-6.216696524130768
2026-05-22,D09,糖醋里脊,午餐,周五,是,96.0,100.63486280845892,-4.634862808458919
2026-05-22,D09,糖醋里脊,晚餐,周五,是,73.0,82.14117526888495,-9.14117526888495
2026-05-22,D10,西红柿牛腩,午餐,周五,否,79.0,88.8224912202777,-9.822491220277698
2026-05-22,D10,西红柿牛腩,晚餐,周五,否,68.0,77.14257966645856,-9.142579666458559
2026-05-25,D01,宫保鸡丁,午餐,周一,否,167.0,152.93690244740552,14.063097552594485
2026-05-25,D01,宫保鸡丁,晚餐,周一,否,129.0,120.12217546975798,8.877824530242023
2026-05-25,D02,红烧肉,午餐,周一,否,112.0,117.87992894089784,-5.879928940897841
2026-05-25,D02,红烧肉,晚餐,周一,是,95.0,93.54062095079836,1.4593790492016439
2026-05-25,D03,鱼香肉丝,午餐,周一,否,149.0,135.34689295477557,13.65310704522443
2026-05-25,D03,鱼香肉丝,晚餐,周一,是,134.0,117.84168397348728,16.158316026512722
2026-05-25,D04,麻婆豆腐,午餐,周一,否,146.0,133.6616096451488,12.338390354851214
2026-05-25,D04,麻婆豆腐,晚餐,周一,是,126.0,122.58724306365806,3.4127569363419354
2026-05-25,D05,番茄炒蛋,午餐,周一,是,166.0,156.53370576646478,9.466294233535223
2026-05-25,D05,番茄炒蛋,晚餐,周一,否,147.0,128.50257700164784,18.497422998352164
2026-05-25,D06,青椒土豆丝,午餐,周一,否,130.0,125.842876739428,4.157123260572007
2026-05-25,D06,青椒土豆丝,晚餐,周一,是,112.0,109.1746857089846,2.8253142910154025
2026-05-25,D07,香菇青菜,午餐,周一,否,107.0,101.75289554413328,5.247104455866719
2026-05-25,D07,香菇青菜,晚餐,周一,是,96.0,84.30647274162894,11.693527258371063
2026-05-25,D08,水煮鸡片,午餐,周一,是,133.0,127.94333146135516,5.056668538644843
2026-05-25,D08,水煮鸡片,晚餐,周一,是,113.0,105.66793083472263,7.332069165277375
2026-05-25,D09,糖醋里脊,午餐,周一,否,114.0,105.85595054335893,8.14404945664107
2026-05-25,D09,糖醋里脊,晚餐,周一,是,97.0,93.23224542879416,3.767754571205842
2026-05-25,D10,西红柿牛腩,午餐,周一,否,97.0,95.16160124980388,1.83839875019612
2026-05-25,D10,西红柿牛腩,晚餐,周一,是,85.0,82.63601793588657,2.3639820641134293
2026-05-26,D01,宫保鸡丁,午餐,周二,否,149.0,165.42761377107513,-16.42761377107513
2026-05-26,D01,宫保鸡丁,晚餐,周二,是,135.0,127.95080114490833,7.049198855091674
2026-05-26,D02,红烧肉,午餐,周二,否,112.0,115.31105206718865,-3.3110520671886547
2026-05-26,D02,红烧肉,晚餐,周二,是,91.0,90.08668680388847,0.9133131961115311
2026-05-26,D03,鱼香肉丝,午餐,周二,否,135.0,148.27190388921878,-13.271903889218777
2026-05-26,D03,鱼香肉丝,晚餐,周二,是,124.0,123.87733180593544,0.12266819406455909
2026-05-26,D04,麻婆豆腐,午餐,周二,否,130.0,145.21018544241798,-15.21018544241798
2026-05-26,D04,麻婆豆腐,晚餐,周二,否,120.0,119.41396399909578,0.5860360009042154
2026-05-26,D05,番茄炒蛋,午餐,周二,是,172.0,170.17065348610822,1.8293465138917782
2026-05-26,D05,番茄炒蛋,晚餐,周二,否,144.0,143.80679587739147,0.1932041226085346
2026-05-26,D06,青椒土豆丝,午餐,周二,否,116.0,133.59643937793135,-17.596439377931347
2026-05-26,D06,青椒土豆丝,晚餐,周二,是,118.0,105.71257468085382,12.28742531914618
2026-05-26,D07,香菇青菜,午餐,周二,否,100.0,108.18260312270282,-8.182603122702815
2026-05-26,D07,香菇青菜,晚餐,周二,否,83.0,86.95585140045532,-3.955851400455316
2026-05-26,D08,水煮鸡片,午餐,周二,否,126.0,126.73552989233067,-0.7355298923306748
2026-05-26,D08,水煮鸡片,晚餐,周二,否,96.0,104.59029497189233,-8.590294971892334
2026-05-26,D09,糖醋里脊,午餐,周二,否,113.0,112.21880734811413,0.7811926518858741
2026-05-26,D09,糖醋里脊,晚餐,周二,是,92.0,93.58579238435217,-1.5857923843521746
2026-05-26,D10,西红柿牛腩,午餐,周二,否,100.0,98.40370825642776,1.5962917435722375
2026-05-26,D10,西红柿牛腩,晚餐,周二,是,80.0,82.85973983285112,-2.859739832851119
2026-05-27,D01,宫保鸡丁,午餐,周三,否,150.0,159.2170830399396,-9.21708303993961
2026-05-27,D01,宫保鸡丁,晚餐,周三,否,131.0,123.86075927374696,7.1392407262530355
2026-05-27,D02,红烧肉,午餐,周三,是,122.0,108.36604651141953,13.633953488580474
2026-05-27,D02,红烧肉,晚餐,周三,是,92.0,87.23530311573496,4.764696884265035
2026-05-27,D03,鱼香肉丝,午餐,周三,是,138.0,133.89029171766114,4.1097082823388575
2026-05-27,D03,鱼香肉丝,晚餐,周三,否,101.0,119.31881713039665,-18.318817130396653
2026-05-27,D04,麻婆豆腐,午餐,周三,是,147.0,131.8730492954919,15.12695070450809
2026-05-27,D04,麻婆豆腐,晚餐,周三,否,126.0,118.42019875304523,7.579801246954773
2026-05-27,D05,番茄炒蛋,午餐,周三,否,158.0,163.93790795331188,-5.937907953311878
2026-05-27,D05,番茄炒蛋,晚餐,周三,否,135.0,143.06286608746635,-8.062866087466347
2026-05-27,D06,青椒土豆丝,午餐,周三,否,132.0,118.32707370370765,13.672926296292346
2026-05-27,D06,青椒土豆丝,晚餐,周三,是,114.0,107.57531890937531,6.424681090624688
2026-05-27,D07,香菇青菜,午餐,周三,否,103.0,102.12131421770695,0.8786857822930472
2026-05-27,D07,香菇青菜,晚餐,周三,否,78.0,81.29509749109086,-3.295097491090857
2026-05-27,D08,水煮鸡片,午餐,周三,是,144.0,121.5420289010467,22.457971098953294
2026-05-27,D08,水煮鸡片,晚餐,周三,否,106.0,100.96478468800309,5.035215311996907
2026-05-27,D09,糖醋里脊,午餐,周三,否,118.0,107.56413732438232,10.435862675617685
2026-05-27,D09,糖醋里脊,晚餐,周三,是,98.0,88.63313314590285,9.366866854097154
2026-05-27,D10,西红柿牛腩,午餐,周三,是,105.0,93.27197029377697,11.728029706223026
2026-05-27,D10,西红柿牛腩,晚餐,周三,否,84.0,80.94401584739201,3.0559841526079907
2026-05-28,D01,宫保鸡丁,午餐,周四,否,143.0,151.07047331492205,-8.070473314922054
2026-05-28,D01,宫保鸡丁,晚餐,周四,是,129.0,130.32269290740626,-1.3226929074062639
2026-05-28,D02,红烧肉,午餐,周四,否,102.0,111.57522078877385,-9.575220788773848
2026-05-28,D02,红烧肉,晚餐,周四,否,88.0,94.64383978829746,-6.643839788297456
2026-05-28,D03,鱼香肉丝,午餐,周四,否,126.0,132.37014604623027,-6.370146046230275
2026-05-28,D03,鱼香肉丝,晚餐,周四,否,118.0,114.82086749146058,3.179132508539425
2026-05-28,D04,麻婆豆腐,午餐,周四,否,129.0,132.11967897350024,-3.1196789735002426
2026-05-28,D04,麻婆豆腐,晚餐,周四,是,110.0,113.73061299249979,-3.730612992499786
2026-05-28,D05,番茄炒蛋,午餐,周四,是,155.0,160.248983954265,-5.248983954264986
2026-05-28,D05,番茄炒蛋,晚餐,周四,否,123.0,131.1288205095713,-8.128820509571312
2026-05-28,D06,青椒土豆丝,午餐,周四,否,125.0,124.9066129892421,0.09338701075789402
2026-05-28,D06,青椒土豆丝,晚餐,周四,否,95.0,105.57910544629328,-10.579105446293283
2026-05-28,D07,香菇青菜,午餐,周四,否,91.0,102.06590332212481,-11.06590332212481
2026-05-28,D07,香菇青菜,晚餐,周四,否,76.0,78.93538411716666,-2.935384117166663
